Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,112.37000274658200,113.38999938964800,111.51000213623000,113.33000183105500,92.24604797363280,118944600
2010-01-05,113.26000213623000,113.68000030517600,112.8499984741210,113.62999725341800,92.49020385742190,111579900
2010-01-06,113.5199966430660,113.98999786377000,113.43000030517600,113.70999908447300,92.55532836914060,116074400
2010-01-07,113.5,114.33000183105500,113.18000030517600,114.19000244140600,92.94606018066410,131091100
2010-01-08,113.88999938964800,114.62000274658200,113.66000366210900,114.56999969482400,93.2553482055664,126402800
2010-01-11,115.08000183105500,115.12999725341800,114.23999786377000,114.7300033569340,93.38558197021480,106375700
2010-01-12,113.97000122070300,114.20999908447300,113.22000122070300,113.66000366210900,92.51461029052730,163333500
2010-01-13,113.94999694824200,114.94000244140600,113.37000274658200,114.62000274658200,93.29605865478520,161822000
2010-01-14,114.48999786377000,115.13999938964800,114.41999816894500,114.93000030517600,93.54834747314450,115718800
2010-01-15,114.7300033569340,114.83999633789100,113.19999694824200,113.63999938964800,92.49835205078130,212283100
2010-01-19,113.62000274658200,115.12999725341800,113.58999633789100,115.05999755859400,93.6541976928711,139172700
2010-01-20,114.27999877929700,114.44999694824200,112.9800033569340,113.88999938964800,92.70183563232420,216490200
2010-01-21,113.91999816894500,114.2699966430660,111.55999755859400,111.69999694824200,90.91927337646480,344859600
2010-01-22,111.19999694824200,111.73999786377000,109.08999633789100,109.20999908447300,88.89250183105470,345942400
2010-01-25,110.20999908447300,110.41000366210900,109.41000366210900,109.7699966430660,89.34835052490230,186937500
2010-01-26,109.33999633789100,110.47000122070300,109.04000091552700,109.30999755859400,88.97391510009770,211168800
2010-01-27,109.16999816894500,110.08000183105500,108.33000183105500,109.83000183105500,89.3971939086914,271863600
2010-01-28,110.19000244140600,110.25,107.91000366210900,108.56999969482400,88.3716049194336,316104000
2010-01-29,109.04000091552700,109.80000305175800,107.22000122070300,107.38999938964800,87.4111099243164,310677600
2010-02-01,108.1500015258790,109.06999969482400,107.5,109.05999755859400,88.77042388916020,187865000
2010-02-02,109.26000213623000,110.58999633789100,108.87999725341800,110.37999725341800,89.84481811523440,216327900
2010-02-03,109.87999725341800,110.4800033569340,109.51000213623000,109.83000183105500,89.3971939086914,172730700
